	0	1	2	3
50	993212368225124353	KANYE WEST	2018-05-06 19:34:16	naps are awesome
51	992962234102857728	KANYE WEST	2018-05-06 03:00:19	All music coming out of Yeezy sound has to ride like the new Tesla   Yeezy sound is Tesla radio
52	992935764886409216	KANYE WEST	2018-05-06 01:15:08	hologram https://t.co/yx0N61hrcr
53	992824088837017600	KANYE WEST	2018-05-05 17:51:23	I love the 700 V2s https://t.co/tVCUz4GZpL
54	992802186651316224	KANYE WEST	2018-05-05 16:24:21	take a walk outside.  Fresh air is healing
55	992515804989018112	KANYE WEST	2018-05-04 21:26:22	In a moment of inspiration, energy and excitement I had posted this sketch and would like to acknowledge the true c… https://t.co/e6rRdA9Ae4
56	992515744381321216	KANYE WEST	2018-05-04 21:26:08	Today I learned that a newly hired designer on the Yeezy team presented work that was not of their own. This person… https://t.co/56QUEjfpA7
57	992476928346017792	KANYE WEST	2018-05-04 18:51:53	enjoy the present
58	992476137870606336	KANYE WEST	2018-05-04 18:48:45	if you’re in the way of your own life you’ll end up in the way of other people’s lives too
59	992404023197224960	KANYE WEST	2018-05-04 14:02:11	I can’t wait for electric planes.  Elon please hurry up with the ⚡️ jets😭
60	992398514603704320	KANYE WEST	2018-05-04 13:40:18	I can still feel the love
61	991861260466638848	KANYE WEST	2018-05-03 02:05:27	@yeezy https://t.co/hVoaVm3EUY
62	991856491626840064	KANYE WEST	2018-05-03 01:46:30	https://t.co/IxydIAseI0
63	991855983394570241	KANYE WEST	2018-05-03 01:44:28	https://t.co/5smCEzqTmA
64	991855869255073792	KANYE WEST	2018-05-03 01:44:01	https://t.co/d3FttWufBL
65	991855252537147393	KANYE WEST	2018-05-03 01:41:34	https://t.co/jZ62l9x8GV
66	991854605582528512	KANYE WEST	2018-05-03 01:39:00	https://t.co/jCkREE9NzP
67	991853758010175488	KANYE WEST	2018-05-03 01:35:38	https://t.co/MO7BYwIB0b
68	991853431773057024	KANYE WEST	2018-05-03 01:34:20	https://t.co/IeNUbKXIZH
69	991828339961643008	KANYE WEST	2018-05-02 23:54:38	https://t.co/cGFzbVSNS6
70	991748818856173569	KANYE WEST	2018-05-02 18:38:38	this is so helpful. I'm always a student. I'm learning about love https://t.co/IknblRx4Pk
71	991561089291702274	KANYE WEST	2018-05-02 06:12:40	most fear is learned
72	991513942240280576	KANYE WEST	2018-05-02 03:05:19	energy meeting. Beings from all different backgrounds https://t.co/iJteS5MMbY
73	991467468655755264	KANYE WEST	2018-05-02 00:00:39	when the media masses and scholars talk about what started today. Here's a title ... the overground hell road
74	991466711583895553	KANYE WEST	2018-05-01 23:57:39	in school we need to learn how magic Johnson built his business not always about the past. Matter fact I've never e… https://t.co/pbEjTJeCgR
75	991466191536377858	KANYE WEST	2018-05-01 23:55:35	we are programmed to always talk and fight race issues. We need to update our conversation.
76	991466129821392896	KANYE WEST	2018-05-01 23:55:20	the universe has a plan. I knew that TMZ would be awesome.
77	991459083797413888	KANYE WEST	2018-05-01 23:27:20	we need to have open discussions and ideas on unsettled pain
78	991455152363089920	KANYE WEST	2018-05-01 23:11:43	https://t.co/sq66Kaz3yc
79	991427311688859649	KANYE WEST	2018-05-01 21:21:05	https://t.co/alJp679tHp
80	991421548656451584	KANYE WEST	2018-05-01 20:58:11	Thank you Shade room for the love  https://t.co/kiclvIpFSS
81	991361016679153664	KANYE WEST	2018-05-01 16:57:39	we got love. Doing TMZ live with Harvey and Candace Owens https://t.co/yoZdHwpdis
82	991348957585358848	KANYE WEST	2018-05-01 16:09:44	https://t.co/Br5kIafXtG   Charlamagne interview also on YouTube
83	991348818053492736	KANYE WEST	2018-05-01 16:09:11	https://t.co/V7ZeBuufOB     Charlamagne interview
84	991192797435711488	KANYE WEST	2018-05-01 05:49:13	Making of ye vs the people        https://t.co/1xvft3175J
85	991117050289405952	KANYE WEST	2018-05-01 00:48:13	stop thinking about things for a long time without saying what you think
86	991092016195911680	KANYE WEST	2018-04-30 23:08:44	Eli with the drip https://t.co/FlNgliReGv
87	991060961170620416	KANYE WEST	2018-04-30 21:05:20	Open letter from Jan Adams    This is amazing. Thank you so much for this connection brother. I can't wait to sit w… https://t.co/ZRRDi0r8GY
88	991059206655492096	KANYE WEST	2018-04-30 20:58:22	we're starting WORLD LOVE 1 right now the opposite of a WORLD WAR
89	991059037989978112	KANYE WEST	2018-04-30 20:57:42	Through speech it may be saying simply the word love at the end of a phone call or just saying much love.
90	991059006025220096	KANYE WEST	2018-04-30 20:57:34	"I feel it was heavy handed for me to tell people to tell people ""I love you""  I would ask that we show love how eve… https://t.co/3HX9nQOMzu"
91	991056660650065920	KANYE WEST	2018-04-30 20:48:15	We are all great artists. I said something ego driven in the Charlamagne interview that I'd like to update. I said… https://t.co/vOcA8SE8du
92	991051930011975680	KANYE WEST	2018-04-30 20:29:27	https://t.co/sIVjyPJslJ
93	991051845039673344	KANYE WEST	2018-04-30 20:29:07	Adi Shankar   We got love https://t.co/dyJyLRF79e
94	991042703587663874	KANYE WEST	2018-04-30 19:52:47	https://t.co/KTgTcvfsAC
95	991037236736024576	KANYE WEST	2018-04-30 19:31:04	love is infinite
96	991037050534051840	KANYE WEST	2018-04-30 19:30:20	infinite possibilities https://t.co/SogcrHMmx3
97	991036991918694400	KANYE WEST	2018-04-30 19:30:06	https://t.co/kuyAZxv85h
98	991036945785544711	KANYE WEST	2018-04-30 19:29:55	https://t.co/DMqCuG5DP8
99	991027869957603328	KANYE WEST	2018-04-30 18:53:51	Axel Vervoordt the globe
100	991026871415402496	KANYE WEST	2018-04-30 18:49:53	Candace Owens wrote this at the Office yesterday https://t.co/3utFm74k75
101	991025872680333312	KANYE WEST	2018-04-30 18:45:55	https://t.co/HrkNlEAxMc
102	991018904515301377	KANYE WEST	2018-04-30 18:18:13	we’re opening up the conversation to the psychologists sociologists and philosophers of the world and we're moving… https://t.co/AifFGXQd7f
103	991013645986418688	KANYE WEST	2018-04-30 17:57:20	Yeezy is also food shelter communication education and now a VC we've invested in 3 companies since last week
104	991013625354579968	KANYE WEST	2018-04-30 17:57:15	There has never been a Disney or Apple of apparel and now there is. We are hiring the greatest technical and indust… https://t.co/ybClLIhfeH
105	991013454143082496	KANYE WEST	2018-04-30 17:56:34	🔥🔥🔥this is where a YEEZY study for base layer starts. I'm so excited about our new design team. Yeezy is no longer… https://t.co/dKOcgLFGOE
106	991004814975750144	KANYE WEST	2018-04-30 17:22:14	🔥🔥🔥😊😊😊 just great energy bro 🐉 https://t.co/QYLzHkCLHg
107	991001280989442048	KANYE WEST	2018-04-30 17:08:11	Try to avoid repetition     do meetings in different places and at different times than the normal     break the normal
108	991000311631298560	KANYE WEST	2018-04-30 17:04:20	https://t.co/NmkDiG5IbM
109	991000270116044800	KANYE WEST	2018-04-30 17:04:10	https://t.co/CeVEZmJBHb
